ICD-10,Bezeichnung,age,value
249,Other neonatal respiratory diseases originating in the perinatal period,55-59,0.0
067,"Malignant neoplasm of the trachea, bronchi and lungs",55-59,811.0
129,Other diseases of the nervous system,55-59,694.0
246,intrauterine deficiency development. fetal malnutrition and disorders associated with short gestation and low birth weight,55-59,0.0
079,Malignant neoplasm of the urinary bladder,55-59,579.0
198,Skin and subcutaneous infections,55-59,468.0
157,atherosclerosis,55-59,425.0
218,Prostatahyperplasie,55-59,738.0
077,Malignant neoplasm of the prostate,55-59,610.0
124,epilepsy,55-59,497.0
208,Changes in crook density and structure,55-59,352.0
190,Paralytic ileus and mechanical ileus without hernia,55-59,474.0
104,Mellitus diabetes,55-59,570.0
172,Other diseases of the nose and paranasal sinuses,55-59,459.0
114,Mental and behavioral disorders caused by other psychotropic substances,55-59,289.0
197,Other diseases of the digestive system,55-59,383.0
199,Other skin and subcutaneous diseases,55-59,441.0
210,Other diseases of the musculoskeletal system and connective tissue,55-59,516.0
018,Other bacterial diseases,55-59,415.0
006,Other infectious intestinal diseases,55-59,269.0
153,intracranial hemorrhage,55-59,362.0
149,pulmonary embolism,55-59,373.0
111,Other endocrine. Nutritional and metabolic disorders,55-59,331.0
170,Acute bronchitis and acute bronchiolitis,55-59,38.0
061,Malignant neoplasm of the colon,55-59,353.0
160,"Other diseases of the arteries, arterioles and capillaries",55-59,396.0
092,Leiomyom des Uterus,55-59,301.0
126,Cerebral Transient Ischemic Attacks and Related Syndromes,55-59,347.0
142,Other diseases of the ear and mastoid process,55-59,485.0
173,Chronic diseases of the tonsils and pharyngeal tonsils,55-59,28.0
164,Other diseases of the circulatory system,55-59,248.0
185,"Other diseases of the esophagus, stomach and duodenum",55-59,300.0
196,Acute pancreatitis and other diseases of the pancreas,55-59,471.0
214,renal insufficiency,55-59,236.0
297,People who use the health service for the purpose of specific measures and medical care,55-59,297.0
086,Non-Hodgkin's Lymphoma,55-59,455.0
243,Spontaneous birth of an individual,55-59,0.0
109,obesity,55-59,434.0
064,Malignant neoplasm of the pancreas,55-59,347.0
244,Complications occurring predominantly in the puerperium and other conditions during the gestational period not elsewhere classified,55-59,0.0
227,endometriosis,55-59,70.0
267,abdominal and pelvic pain,55-59,226.0
233,Other diseases of the genitourinary system,55-59,310.0
062,"Malignant neoplasm of the rectosigmoid, rectum, anus and anal canal",55-59,432.0
005,"Diarrhea and gastroenteritis, presumably of infectious origin",55-59,191.0
298,People who use the healthcare system for other reasons,55-59,67.0
240,birth impediment,55-59,0.0
271,Fracture of the skull and facial bones,55-59,197.0
139,Other diseases of the eye and adnexa,55-59,241.0
228,Female genital prolapse,55-59,403.0
127,"Diseases of nerves, nerve roots and nerve plexus",55-59,405.0
168,Flu,55-59,176.0
200,Chronic polyarthritis and other inflammatory polyarthropathies,55-59,187.0
058,"Malignant neoplasm of the lip, oral cavity and pharynx",55-59,455.0
121,Primary Parkinson's Syndrome,55-59,185.0
087,leukemia,55-59,182.0
156,Other cerebrovascular diseases,55-59,259.0
167,Other acute upper respiratory tract infections,55-59,120.0
241,postpartum hemorrhage,55-59,0.0
279,Injury to other internal organs,55-59,225.0
183,Ulcer ventriculi and Ulcus duodeni,55-59,155.0
145,Essential (primary) hypertension,55-59,147.0
093,Benign neoplasm of the ovary,55-59,289.0
063,Malignant neoplasm of the liver and intrahepatic bile ducts,55-59,213.0
229,"Non-inflammatory diseases of the ovary, uterine tube and ligament latum",55-59,100.0
080,Other malignant neoplasms of the urinary organs,55-59,216.0
171,Chronic sinusitis,55-59,240.0
076,Other malignant neoplasms of the female genital organs,55-59,249.0
174,Other diseases of the upper respiratory tract,55-59,191.0
134,Retinal detachment and retinal tear,55-59,355.0
082,Malignant neoplasm of the brain,55-59,282.0
162,Varicose veins of the lower extremities,55-59,310.0
194,Other diseases of the liver,55-59,258.0
112,dementia,55-59,15.0
128,Cerebral palsy and other paralytic syndromes,55-59,212.0
060,Malignant neoplasm of the stomach,55-59,237.0
268,Fever of unknown cause,55-59,115.0
088,"Other malignant neoplasms of the lymphatic, haematopoietic and related tissues",55-59,239.0
176,Bronchial asthma,55-59,137.0
222,Other diseases of the male genital organs,55-59,168.0
256,Congenital malformations of the circulatory system,55-59,144.0
184,gastritis and duodenitis,55-59,166.0
041,Other viral diseases,55-59,74.0
237,"Edema, proteinuria and hypertension during pregnancy, labor and the puerperium",55-59,1.0
284,"Poisoning by medicinal products, drugs and biologically active substances",55-59,114.0
193,Alcoholic Liver Disease,55-59,324.0
238,"Placenta previa, placental abruption and prepartum hemorrhage",55-59,0.0
216,Zystitis,55-59,97.0
236,Other pregnancy with abortive outcome,55-59,0.0
099,Hemorrhagic diathesis and other diseases of the blood and blood-forming organs,55-59,130.0
072,Malignant neoplasms of mesothelial tissue and soft tissue,55-59,168.0
122,Alzheimer's disease,55-59,19.0
103,Other diseases of the thyroid,55-59,239.0
182,"Other diseases of the oral cavity, salivary glands and jaws",55-59,170.0
133,Cataract and other affections of the lens,55-59,98.0
204,Systemic diseases of the connective tissue,55-59,137.0
146,Other hypertensive diseases,55-59,72.0
287,Other and unspecified damage caused by external causes,55-59,111.0
189,Crohn's disease and ulcerative colitis,55-59,100.0
135,glaucoma,55-59,111.0
071,Other malignant neoplasms of the skin,55-59,55.0
098,Other anemias,55-59,58.0
097,iron deficiency anemia,55-59,59.0
125,Migraine and other headache syndromes,55-59,128.0
057,Other infectious and parasitic diseases,55-59,89.0
140,Otitis media and other diseases of the middle ear and the mastoid process,55-59,126.0
223,diseases of the mammary glands,55-59,147.0
065,Other malignant neoplasms of the digestive organs,55-59,128.0
075,Malignant neoplasm of other and unspecified parts of the uterus,55-59,169.0
123,Multiple Sclerosis,55-59,222.0
261,Other malformations of the urogenital system,55-59,28.0
159,Arterial embolism and thrombosis,55-59,123.0
209,Osteomyelitis,55-59,103.0
059,Malignant neoplasm of the esophagus,55-59,177.0
220,hydrocele and spermatocele,55-59,184.0
248,Intrauterine hypoxia and asphyxia during childbirth,55-59,0.0
219,Other diseases of the prostate,55-59,127.0
070,Malignant melanoma of the skin,55-59,117.0
290,People who use the healthcare system for examination and clarification,55-59,98.0
264,Other congenital malformations and deformities of the musculoskeletal system,55-59,9.0
165,Acute pharyngitis and acute tonsillitis,55-59,18.0
102,Hyperthyroidism (Thyrotoxicosis),55-59,134.0
296,Postpartum care and examination,55-59,0.0
265,Other congenital malformations,55-59,35.0
181,Other diseases of the teeth and periodontium,55-59,65.0
078,Other malignant neoplasms of the male genital organs,55-59,44.0
283,burns and chemical burns,55-59,57.0
161,"Phlebitis, thrombophlebitis, venous embolism and thrombosis",55-59,68.0
120,Inflammatory diseases of the central nervous system,55-59,80.0
230,menstrual disorders,55-59,17.0
282,Consequences of entering a foreign body through a natural orifice,55-59,44.0
034,Varicella [chicken pox] and zoster,55-59,59.0
155,"Stroke, not referred to as hemorrhage or infarction",55-59,49.0
226,Other inflammatory diseases of the female pelvic organs,55-59,43.0
247,birth trauma,55-59,0.0
235,Medically induced abortion,55-59,0.0
259,Other congenital malformations of the digestive system,55-59,17.0
999,unknown,55-59,23.0
105,malnutrition,55-59,46.0
118,intellectual disability,55-59,56.0
069,Malignant neoplasm of bone and articular cartilage,55-59,32.0
110,Volumenmangel,55-59,26.0
285,Toxic effects of mainly non-medically used substances,55-59,50.0
030,Virusenzephalitis,55-59,48.0
091,Benign neoplasm of the mammary gland,55-59,39.0
132,Keratitis and other diseases of the sclera and cornea,55-59,55.0
280,Crushing and traumatic amputations of specified and multiple body regions,55-59,53.0
251,Other infections specific to the perinatal period,55-59,0.0
074,Malignant neoplasm of the cervix uteri,55-59,50.0
066,Malignant neoplasms of the larynx,55-59,93.0
234,Spontaneous abortion,55-59,0.0
085,Hodgkin's disease [lymphogranulomatosis],55-59,37.0
292,Other people with potential health risks related to communicable diseases,55-59,15.0
224,salpingitis and oophoritis,55-59,23.0
263,Congenital deformities of the feet,55-59,5.0
042,Mykosen,55-59,37.0
094,Benign neoplasm of the hamstrings,55-59,47.0
068,Other malignant neoplasms of the respiratory and intrathoracic organs,55-59,51.0
100,Certain disorders involving the immune system,55-59,47.0
262,Congenital deformities of the hip,55-59,0.0
252,Hemolytic disease in the fetus and newborn,55-59,0.0
257,lip-. Cleft jaw and palate,55-59,1.0
141,hearing loss,55-59,20.0
245,Damage to the fetus and newborn from maternal factors and from complications of pregnancy. labor and delivery,55-59,0.0
260,Nondescensus testis,55-59,2.0
033,Infections caused by herpes viruses [Herpes simplexl,55-59,21.0
255,Other congenital malformations of the nervous system,55-59,7.0
212,Other glomerular diseases,55-59,16.0
095,Benign neoplasm of the brain and other parts of the central nervous system,55-59,29.0
136,Strabismus,55-59,18.0
081,Malignant neoplasm of the eye and the ocular appendages,55-59,20.0
089,Carcinoma in situ der Cervix uteri,55-59,23.0
277,Injury to the eye and orbit,55-59,11.0
232,female sterility,55-59,0.0
007,tuberculosis of the respiratory organs,55-59,16.0
231,climacteric disorders,55-59,42.0
221,"Foreskin hypertrophy, phimosis and paraphimosis",55-59,10.0
269,Senilität,55-59,1.0
107,Other vitamin deficiencies,55-59,23.0
177,bronchiectasis,55-59,18.0
166,Acute laryngitis and tracheitis,55-59,8.0
144,Chronic rheumatic heart disease,55-59,14.0
250,Congenital infectious and parasitic diseases,55-59,0.0
090,Benign neoplasm of the skin,55-59,4.0
038,Other viral hepatitis,55-59,14.0
083,Malignant neoplasm of other parts of the central nervous system,55-59,13.0
008,Other tuberculosis,55-59,5.0
048,Echinococci,55-59,7.0
130,inflammation of the eyelid,55-59,0.0
039,HIV disease [Human Immunodeficiency Virus Disease],55-59,11.0
023,Sexually Transmitted Chlamydia Diseases,55-59,0.0
158,Other peripheral vascular diseases,55-59,5.0
266,Chromosomal abnormalities not classified elsewhere,55-59,0.0
043,Malaria,55-59,12.0
211,Acute and rapidly progressive nephritic syndromes,55-59,5.0
024,Other infections primarily transmitted through sexual intercourse,55-59,3.0
022,Gonococcal infection,55-59,3.0
178,Pneumokoniosis,55-59,7.0
016,Meningococcal Infection,55-59,0.0
021,Other syphilis,55-59,6.0
180,dental caries,55-59,2.0
131,Conjunctivitis and other affections of the conjunctiva,55-59,3.0
258,"Absence, atresia and stenosis of the small intestine",55-59,0.0
254,Spina bifida,55-59,0.0
032,Other arthropod-borne viral diseases and viral haemorrhagic fevers,55-59,2.0
293,contraceptive measures,55-59,0.0
053,Other helminths,55-59,1.0
138,blindness and poor eyesight,55-59,1.0
225,Inflammatory disease of the cervix,55-59,3.0
015,whooping cough,55-59,0.0
003,Shigellosis [Bacterial dysentery],55-59,2.0
037,Acute viral hepatitis B,55-59,2.0
004,Amoebiasis [amoebic dysentery],55-59,1.0
275,Fractures involving multiple body regions,55-59,1.0
137,accommodation disorders and refractive errors,55-59,2.0
020,Frühsyphilis,55-59,1.0
143,Acute rheumatic fever,55-59,2.0
101,Thyroid diseases caused by iodine deficiency,55-59,0.0
035,measles,55-59,0.0
289,"Consequences of injuries, poisoning and other effects of external causes",55-59,1.0
046,Schistosomiasis [Bilharziosis],55-59,0.0
040,Mumps,55-59,0.0
044,leishmaniasis,55-59,0.0
010,Brucellosis,55-59,0.0
002,Typhus abdominalis und Paratyphus,55-59,0.0
108,Consequences of malnutrition and other nutritional deficiencies,55-59,1.0
055,sequelae of poliomyelitis,55-59,0.0
294,Prenatal screening and other monitoring of pregnancy,55-59,0.0
047,Infestation by other trematodes (flukes),55-59,1.0
013,Other tetanus,55-59,0.0
025,relapsing fever,55-59,0.0
051,Filariose,55-59,1.0
001,Cholera,55-59,0.0
011,leprosy,55-59,0.0
106,Vitamin-A-Mangel,55-59,0.0
201,Osteoarthritis,60-64,7329.0
295,live births by place of birth,60-64,0.0
242,Other complications during pregnancy and childbirth,60-64,0.0
274,Fractures of other parts of the extremities,60-64,3220.0
169,Pneumonia,60-64,3247.0
270,Other symptoms and abnormal clinical and laboratory findings not elsewhere classified,60-64,1939.0
288,"Certain early complications of trauma and complications of surgery and medical treatment, not elsewhere classified",60-64,3201.0
116,mood disorders,60-64,2279.0
206,Other diseases of the spine and back,60-64,2180.0
239,Other care of the mother with regard to the fetus and the amniotic cavity and possible delivery complications,60-64,0.0
281,Other injuries to specified and unspecified and multiple body regions,60-64,1697.0
207,Diseases of the quail tissue,60-64,2918.0
278,intracranial injury,60-64,900.0
151,heart failure,60-64,696.0
273,Fracture of the Femur,60-64,735.0
154,Stroke,60-64,1485.0
148,Other ischemic heart diseases,60-64,2331.0
147,Acute myocardial infarction,60-64,2205.0
150,conduction disorders and cardiac arrhythmias,60-64,1602.0
195,Cholelithiasis and Chelezystitis,60-64,1515.0
203,Other diseases of the joints,60-64,1045.0
119,Other mental and behavioral disorders,60-64,420.0
113,Mental and behavioral disorders caused by alcohol,60-64,1481.0
115,"Schizophrenia, schizotypal and delusional disorders",60-64,830.0
272,"Fracture of the neck, thorax or pelvis",60-64,900.0
213,Tubulointerstitial kidney disease,60-64,1177.0
117,"Neurotic, stress and somatoform disorders",60-64,752.0
192,Other diseases of the intestine and peritoneum,60-64,1108.0
096,Other in situ and benign neoplasms and neoplasms with uncertain or unknown behavior,60-64,1461.0
205,Cervical and other disc damage,60-64,1264.0
276,"Dislocation, sprain and strain of specified and multiple body regions",60-64,475.0
084,"Malignant neoplasm of other, imprecisely specified, secondary and unspecified localizations as well as at several localizations",60-64,1491.0
217,Other diseases of the urinary system,60-64,882.0
186,Diseases of the Appendix,60-64,578.0
179,Other diseases of the respiratory system,60-64,1030.0
152,Other heart diseases,60-64,992.0
017,Sepsis,60-64,864.0
187,inguinal hernia,60-64,1201.0
191,Darmes diverticulosis,60-64,1162.0
073,Malignant neoplasm of the mammary gland,60-64,1124.0
215,Urolithiasis,60-64,1040.0
188,Other Hrnia,60-64,1006.0
253,Other conditions originating in the perinatal period,60-64,0.0
202,Acquired deformities of the extremities,60-64,1095.0
